,Influencer,Depth 0,Depth 1,Depth 2,Depth 3,Depth 4,Depth 5,Depth 6,Depth 7,Depth 8,Depth 9,Depth 10,Total
1623,Charlie Louvin,1,6,256,1595,3189,3743,4038,4265,4434,4529,4569,713.16015625
1310,Perry Como,1,16,249,1490,3270,3857,4099,4285,4411,4535,4597,712.99609375
3,Leonard Cohen,1,65,495,1675,2565,2890,3019,3098,3237,3420,3597,712.974609375
1661,The Penguins,1,10,144,1539,3498,4002,4228,4371,4503,4581,4606,711.806640625
510,"Clarence ""Gatemouth"" Brown",1,14,174,1294,3527,4337,4534,4635,4671,4686,4694,710.83984375
2271,Raymond Scott,1,15,289,1500,2861,3970,4354,4500,4610,4645,4657,708.48828125
927,Willie Nelson,1,67,487,1453,2495,3143,3532,3817,4126,4313,4462,708.294921875
189,Dionne Warwick,1,33,475,1679,2720,2977,3051,3140,3432,3650,3856,707.42578125
42,Alice Cooper,1,69,653,1645,2154,2520,2772,2919,3081,3329,3574,707.384765625
560,Sonny Rollins,1,30,179,1306,3441,4181,4390,4507,4564,4591,4613,707.328125
247,Tony Bennett,1,29,196,1350,3426,3997,4214,4395,4514,4592,4617,706.080078125
2297,Carl Smith,1,12,215,1405,3301,4031,4360,4504,4591,4622,4638,705.98828125
609,Dusty Springfield,1,33,492,1849,2566,2701,2808,2926,3021,3167,3379,705.7265625
235,Donovan,1,39,401,1728,2584,2953,3298,3676,3945,4154,4317,700.736328125
254,Dexter Gordon,1,18,179,1297,3440,4169,4378,4500,4563,4590,4613,699.517578125
299,Joe Williams,1,11,165,1228,3537,4277,4434,4543,4598,4613,4624,694.744140625
612,Fleetwood Mac,1,48,437,1615,2560,2857,3271,3595,3837,4092,4281,693.943359375
2480,James Burton,1,13,124,1436,3370,4102,4333,4484,4580,4607,4621,693.4609375
1804,Brownie McGhee,1,5,100,1349,3551,4295,4485,4591,4623,4631,4632,693.376953125
584,Jimmy Smith,1,21,149,1389,3381,3992,4228,4425,4528,4569,4602,692.669921875
383,The Four Freshmen,1,13,235,1628,3029,3505,3816,4097,4283,4444,4532,692.48828125
954,Chet Baker,1,22,270,1476,2936,3591,4112,4364,4453,4548,4607,691.337890625
2148,Billy Ward & the Dominoes,1,6,119,1321,3529,4234,4438,4549,4603,4627,4631,690.6953125
1062,Henry Mancini,1,20,201,1364,3325,3888,4086,4235,4350,4472,4543,690.591796875
1872,The Creation,1,10,411,1815,2634,2886,3040,3260,3424,3687,4072,689.935546875
1250,Erroll Garner,1,23,127,1112,3617,4419,4573,4613,4633,4636,4636,689.10546875
1740,Johnny Horton,1,15,210,1402,3178,3865,4191,4356,4492,4545,4572,688.525390625
300,Johnny Mercer,1,16,127,1226,3561,4239,4415,4531,4592,4613,4626,687.396484375
2421,Faron Young,1,16,225,1349,3169,3876,4202,4364,4493,4542,4570,686.16015625
1677,The Ravens,1,6,96,1258,3619,4277,4478,4588,4619,4631,4632,685.041015625
425,Scott Walker,1,31,468,1716,2519,2765,2932,3037,3120,3250,3421,684.599609375
2197,Lee Hazlewood,1,15,196,1520,3099,3661,3925,4137,4297,4452,4536,681.58203125
869,Jimmy Witherspoon,1,10,199,1414,3133,3843,4187,4366,4491,4557,4594,681.353515625
553,Yusef Lateef,1,6,145,1307,3376,4129,4371,4500,4563,4590,4613,680.908203125
630,Lee Dorsey,1,15,161,1491,3243,3712,3954,4172,4337,4470,4550,680.74609375
347,Diana Ross,1,53,461,1372,2573,2994,3317,3648,3892,4162,4334,678.75
661,Fairport Convention,1,31,417,1756,2599,2747,2827,2953,3041,3183,3383,678.4765625
1421,The Dave Clark Five,1,16,315,1672,2821,3134,3307,3467,3692,3911,4148,677.919921875
335,Jerry Butler,1,25,244,1346,2973,3732,4082,4299,4464,4539,4571,675.78515625
1127,Peggy Lee,1,30,236,1371,2949,3696,3983,4159,4361,4500,4584,673.69140625
1693,Barney Kessel,1,15,178,1035,3392,4415,4543,4599,4625,4636,4642,673.4453125
1048,Steve Reich,1,25,453,1685,2445,2788,2960,3080,3190,3349,3538,671.537109375
1332,Bobby Charles,1,8,124,1443,3247,3848,4116,4286,4450,4537,4569,670.52734375
244,Vanilla Fudge,1,23,445,1663,2561,2766,2858,2981,3055,3183,3386,668.833984375
552,Georgie Fame,1,15,264,1490,2888,3421,3711,3944,4190,4326,4463,668.486328125
1805,The Meters,1,30,339,1568,2608,3106,3420,3608,3869,4131,4284,667.986328125
202,Allen Toussaint,1,23,193,1326,3166,3734,3959,4152,4329,4472,4555,667.900390625
112,Grateful Dead,1,61,403,1646,2499,2688,2778,2887,2979,3125,3351,666.43359375
1084,Pharoah Sanders,1,11,221,1604,2784,3409,3805,4033,4224,4344,4472,665.4609375
1125,Mott the Hoople,1,30,522,1714,2234,2453,2704,2878,3077,3329,3574,665.267578125
1474,The Jordanaires,1,11,172,1336,3160,3825,4104,4289,4451,4534,4570,664.33203125
2788,Titus Turner,1,2,16,1143,3716,4427,4570,4651,4677,4684,4685,661.779296875
768,Gladys Knight,1,37,273,1190,2907,3630,3997,4245,4436,4528,4566,660.33203125
1546,Big Maybelle,1,10,175,1159,3290,3970,4204,4368,4491,4560,4592,657.54296875
849,Lou Reed,1,59,610,1527,1983,2363,2605,2775,2999,3300,3562,657.15625
277,Bee Gees,1,50,424,1420,2487,2902,3037,3362,3622,3843,4094,656.994140625
240,King Crimson,1,51,477,1660,2226,2470,2708,2893,2993,3140,3364,656.87109375
858,Slade,1,30,541,1646,2170,2409,2687,2876,3077,3329,3574,655.861328125
874,Johnnie Taylor,1,9,174,1130,3155,4153,4416,4522,4565,4598,4623,655.388671875
3200,Pete Johnson,1,5,67,1029,3545,4502,4648,4705,4715,4719,4719,655.359375
977,The Troggs,1,14,403,1696,2414,2742,2996,3147,3317,3569,3758,653.978515625
1782,Soft Machine,1,24,333,1579,2458,2901,3364,3962,4278,4443,4527,653.65234375
1374,Big Walter Horton,1,5,52,1193,3455,4212,4453,4575,4617,4628,4635,652.634765625
1154,The O'Jays,1,25,398,1717,2456,2616,2745,2890,2999,3153,3375,650.80859375
596,Bobby Darin,1,21,176,1151,3108,3925,4223,4364,4499,4578,4605,649.869140625
1960,Hank Thompson,1,18,265,1027,2906,4005,4373,4512,4602,4627,4638,649.056640625
519,Horace Silver,1,33,217,1048,2980,3987,4280,4440,4525,4571,4604,648.751953125
110,Terry Riley,1,35,379,1485,2439,2831,3105,3507,4005,4289,4445,646.3984375
167,The Ventures,1,11,229,1605,2602,3214,3609,3893,4132,4298,4455,645.478515625
2355,Cliff Richard,1,15,281,1650,2629,2978,3160,3321,3474,3693,3912,644.119140625
1479,William Bell,1,6,152,1395,3026,3586,3881,4117,4291,4445,4531,642.66015625
533,Wes Montgomery,1,26,173,1234,3023,3667,3993,4192,4318,4454,4532,642.58984375
1773,The Limeliters,1,7,197,1287,2937,3677,4024,4259,4431,4527,4567,642.3125
1183,Jackson C. Frank,1,14,212,1269,2957,3580,3863,4128,4289,4453,4536,641.232421875
1061,Can,1,52,588,1565,2009,2169,2320,2577,2775,3014,3305,640.533203125
328,The Five Satins,1,7,118,1068,3330,4109,4318,4491,4579,4605,4619,640.48828125
287,Yes,1,44,452,1512,2334,2607,2747,2888,2973,3113,3344,640.052734375
1578,Gerry & the Pacemakers,1,13,186,1337,2938,3534,3860,4127,4288,4453,4536,640.048828125
2894,Floyd Cramer,1,3,65,1225,3261,4002,4301,4455,4570,4609,4622,636.638671875
1476,Jim & Jesse,1,12,104,1273,3110,3816,4099,4283,4448,4533,4569,636.41015625
1151,Maxine Sullivan,1,9,151,942,3197,4316,4498,4565,4623,4650,4653,635.861328125
1138,Joe Tex,1,10,160,1252,2864,3773,4219,4437,4531,4566,4599,633.591796875
556,Them,1,15,307,1607,2560,2856,2995,3138,3241,3358,3526,630.79296875
1366,Faces,1,33,412,1635,2205,2522,2750,2910,3086,3330,3574,630.7421875
2767,Lee Wiley,1,9,120,1014,3170,4162,4395,4529,4593,4634,4644,628.5546875
125,Deep Purple,1,96,549,1363,1937,2234,2462,2670,2851,3060,3327,628.439453125
1429,Malvina Reynolds,1,9,111,1107,3128,3966,4353,4506,4598,4632,4649,628.369140625
1497,Gerry Mulligan,1,15,145,1012,3020,4104,4442,4534,4573,4609,4624,626.974609375
1566,The Seeds,1,26,346,1628,2344,2667,2873,3047,3172,3382,3620,626.60546875
1335,Ronnie Hawkins,1,5,104,1262,3061,3760,4079,4274,4445,4533,4568,626.326171875
1606,The Skatalites,1,30,200,1165,2894,3476,3792,4043,4249,4432,4527,624.056640625
1372,Fats Navarro,1,15,113,790,3207,4513,4665,4700,4717,4728,4739,621.494140625
3378,Ernestine Anderson,1,4,66,1062,3307,4048,4272,4410,4526,4587,4607,620.27734375
462,Traffic,1,24,340,1571,2409,2741,2835,2911,3019,3086,3208,619.71875
155,Charlie Feathers,1,10,71,1196,3136,3830,4097,4274,4446,4533,4569,619.48828125
2335,Little Milton,1,9,93,1020,3154,4077,4369,4503,4592,4622,4630,618.234375
2411,Al Bowlly,1,3,93,975,3158,4248,4472,4563,4617,4631,4632,617.400390625
2281,Esther Phillips,1,9,156,1080,2966,3866,4123,4294,4448,4530,4566,616.796875
988,John Holt,1,20,181,1195,2864,3477,3783,4057,4259,4433,4530,616.228515625
2340,Johnny Shines,1,8,78,907,3212,4311,4532,4636,4666,4673,4674,614.857421875
126,Jeff Beck,1,46,429,1462,2190,2471,2695,2878,2955,3103,3344,614.822265625
794,Bill Evans,1,38,246,912,2626,3828,4247,4428,4519,4565,4598,613.751953125
674,Eddy Arnold,1,19,244,893,2737,3931,4332,4483,4586,4618,4632,613.72265625
1771,Lloyd Price,1,9,117,1046,3189,3821,4044,4237,4370,4491,4567,613.26953125
2149,The Delta Rhythm Boys,1,4,67,919,3271,4244,4466,4583,4620,4634,4635,611.423828125
1305,Marty Robbins,1,22,227,1144,2657,3479,3846,4126,4304,4465,4537,611.25390625
747,Ben Webster,1,20,164,767,3005,4327,4515,4576,4597,4620,4631,611.228515625
1300,Queen,1,78,560,1301,1871,2237,2467,2655,2804,2924,3080,609.4375
3028,Johnny Adams,1,3,105,999,3112,4017,4284,4446,4545,4589,4613,609.0546875
1621,Dan Penn,1,11,169,1207,2815,3489,3785,4045,4265,4432,4527,607.494140625
1691,Conway Twitty,1,31,214,989,2756,3633,3983,4222,4368,4486,4554,607.34375
669,Kitty Wells,1,34,209,921,2688,3803,4228,4463,4575,4633,4652,607.154296875
242,Laura Nyro,1,33,308,1466,2471,2706,2832,2965,3040,3170,3380,606.83203125
656,The Moody Blues,1,31,337,1377,2376,2757,2921,3305,3604,3837,4092,606.556640625
1304,Cecil Taylor,1,9,248,1488,2375,2840,3463,3876,4069,4250,4358,605.78515625
2199,Wynn Stewart,1,7,97,1100,3036,3774,4086,4278,4450,4534,4570,604.3671875
1128,Nelson Riddle,1,6,115,1025,3032,3883,4181,4317,4462,4538,4569,603.990234375
1860,Duke Jordan,1,4,55,1017,3166,3971,4251,4404,4527,4600,4617,600.357421875
2233,The Dillards,1,17,179,1024,2780,3674,4022,4251,4429,4527,4567,599.9296875
3070,Memphis Slim,1,5,92,955,3043,4044,4354,4497,4573,4605,4624,599.490234375
51,Funkadelic,1,45,476,1551,1947,2066,2262,2573,2774,3003,3309,599.234375
978,The Standells,1,13,296,1512,2377,2745,2901,3068,3252,3464,3767,598.966796875
47,Kiss,1,90,622,1196,1590,2036,2509,2752,3006,3311,3574,597.892578125
1510,James Carr,1,7,122,1137,2888,3623,3944,4152,4327,4464,4548,597.41015625
1357,The Damned,1,46,521,1397,1902,2136,2443,2724,2983,3295,3562,596.998046875
2063,Moondog,1,17,268,1432,2406,2870,3097,3303,3469,3726,4090,596.57421875
1019,Silver Apples,1,26,373,1469,2183,2561,2753,2928,3039,3201,3424,596.044921875
835,"Peter, Paul and Mary",1,11,140,1020,2780,3815,4197,4414,4524,4566,4599,595.603515625
846,Elvin Jones,1,16,144,1041,2692,3781,4200,4421,4526,4566,4598,595.2734375
1275,Johnny Mathis,1,23,180,877,2819,3836,4107,4340,4489,4579,4613,594.75390625
1663,Dick Dale,1,17,260,1364,2368,2886,3321,3652,3906,4138,4306,593.359375
3064,Pee Wee Crayton,1,3,74,1055,2977,3847,4207,4367,4490,4549,4588,592.392578125
1562,Jack Kerouac,1,11,183,1303,2459,3204,3683,3986,4192,4335,4471,589.19921875
186,Isaac Hayes,1,36,383,1283,2298,2630,2723,2826,2966,3055,3195,587.35546875
1258,Talking Heads,1,69,573,1318,1655,1955,2338,2576,2861,3242,3552,587.1328125
302,Max Roach,1,29,113,700,2903,4268,4508,4598,4662,4689,4699,586.96875
732,John Lennon,1,41,435,1359,2033,2324,2630,2812,3037,3333,3587,586.25390625
1482,Joe Simon,1,7,142,1009,2663,3815,4234,4439,4529,4567,4599,586.2109375
529,Kenny Burrell,1,14,110,1043,2861,3593,3991,4237,4435,4532,4567,585.525390625
149,Toots & the Maytals,1,34,259,1092,2383,3198,3551,3857,4126,4278,4445,584.896484375
877,Percy Sledge,1,13,222,1294,2564,2895,3189,3624,4089,4307,4457,584.69921875
1618,Dr. Feelgood,1,19,365,1500,2171,2380,2594,2761,2990,3296,3562,584.48828125
373,The Memphis Horns,1,7,85,851,2954,4116,4398,4518,4565,4598,4623,583.232421875
1791,Prince Buster,1,18,138,1023,2843,3509,3801,4068,4256,4436,4528,583.0234375
1694,Tal Farlow,1,15,111,791,2969,3971,4273,4451,4543,4605,4627,580.09765625
873,Eddie Floyd,1,9,178,1331,2610,2897,3188,3629,4089,4307,4457,579.28515625
2463,The Heartbeats,1,2,56,992,3053,3779,4070,4265,4444,4532,4568,578.953125
14,Patti Smith,1,46,512,1356,1790,2086,2375,2607,2925,3278,3562,578.82421875
838,Television,1,51,569,1310,1676,1987,2330,2567,2859,3242,3552,578.2421875
559,Tadd Dameron,1,7,105,872,2887,3930,4278,4418,4515,4572,4599,577.908203125
576,Joy Division,1,85,583,1236,1627,1989,2147,2267,2523,2730,2983,577.865234375
957,Cannonball Adderley,1,27,177,864,2551,3763,4215,4424,4528,4566,4599,577.791015625
660,"Crosby, Stills & Nash",1,34,343,1277,2294,2648,2779,2884,2965,3119,3351,577.671875
1678,Flatt & Scruggs,1,33,128,806,2678,3922,4347,4497,4583,4613,4630,577.197265625
1653,The Modern Lovers,1,26,414,1480,1936,2213,2522,2738,2989,3298,3562,576.52734375
2334,Howard Tate,1,6,151,1175,2667,3182,3604,4080,4303,4457,4547,575.33203125
1437,The Music Machine,1,9,325,1507,2214,2454,2619,2802,2929,3087,3331,574.9765625
2121,Helen Ward,1,10,109,706,2858,4294,4501,4568,4627,4654,4657,574.587890625
263,Big Star,1,76,583,1178,1533,1993,2309,2704,3166,3537,3818,572.029296875
1353,Jan & Dean,1,10,127,1066,2624,3476,3976,4243,4431,4529,4567,571.97265625
975,Hoyt Axton,1,12,149,1048,2630,3427,3805,4123,4313,4462,4533,570.798828125
2783,Pete Steele,1,2,49,853,3009,3961,4353,4506,4598,4632,4649,570.025390625
1585,The Wailers,1,16,224,1403,2316,2724,2971,3199,3462,3743,3978,568.267578125
2273,Spirit,1,8,303,1349,2332,2662,2801,2946,3036,3177,3386,567.771484375
1262,Suicide,1,43,507,1334,1707,2065,2386,2614,2926,3279,3562,567.712890625
469,War,1,15,191,997,2466,3443,3801,4070,4265,4444,4532,565.97265625
1954,Harry Belafonte,1,13,91,883,2818,3793,4052,4238,4364,4487,4548,564.396484375
1188,The Righteous Brothers,1,14,159,908,2687,3526,3810,4072,4266,4444,4532,562.9140625
976,? & the Mysterians,1,18,233,1308,2221,2627,3134,3645,3943,4154,4317,560.048828125
22,Black Flag,1,94,623,1095,1354,1736,2197,2682,3164,3537,3818,559.505859375
943,Hawkwind,1,22,383,1422,1933,2211,2515,2734,2997,3301,3562,559.173828125
3030,The Marcels,1,2,21,841,3114,3869,4129,4287,4459,4537,4569,559.1171875
1116,Tim Buckley,1,26,378,1244,2012,2506,2767,2969,3115,3359,3619,558.2890625
356,The Kingsmen,1,16,219,1415,2300,2621,2839,3039,3166,3325,3571,558.21875
1146,Oscar Peterson,1,27,118,711,2684,3915,4257,4430,4522,4565,4598,557.654296875
1679,Chuck Willis,1,3,31,789,3021,3957,4226,4434,4529,4567,4599,555.609375
800,Mary Wells,1,21,248,1010,2334,3061,3441,3753,4061,4275,4444,555.259765625
1613,Betty Harris,1,6,66,888,2946,3635,3899,4136,4319,4467,4549,554.93359375
785,Nancy Wilson,1,11,108,1016,2754,3367,3607,3814,4065,4275,4435,554.890625
384,The New Christy Minstrels,1,9,110,930,2647,3595,3957,4186,4350,4478,4549,554.185546875
852,Albert Ayler,1,13,136,1137,2336,3133,3846,4239,4430,4528,4567,553.810546875
1190,Miriam Makeba,1,11,122,816,2701,3760,4012,4213,4338,4478,4543,553.478515625
26,Santana,1,33,275,1129,1930,2836,3502,3813,4079,4272,4445,552.091796875
1096,The Modern Jazz Quartet,1,9,71,751,2705,4015,4419,4530,4573,4609,4624,549.990234375
1137,Free,1,33,389,1304,1914,2197,2487,2707,2829,3046,3325,547.533203125
1730,Peggy Seeger,1,6,150,898,2555,3415,3899,4208,4420,4529,4571,546.9921875
1567,Peter Hammill,1,13,347,1432,1934,2199,2509,2730,2983,3295,3562,546.419921875
3127,Anthony Newley,1,2,240,1417,2259,2492,2681,2859,2981,3138,3362,544.75390625
773,Doris Troy,1,8,161,943,2446,3381,3742,4048,4269,4434,4531,543.935546875
1843,Ray Brown,1,12,66,630,2793,4127,4385,4504,4592,4622,4630,543.4921875
2905,Little Jimmy Dickens,1,7,129,754,2518,3812,4266,4445,4551,4607,4620,542.681640625
1263,Wire,1,61,563,1249,1480,1675,1939,2244,2686,3167,3537,542.6328125
66,Iron Butterfly,1,23,367,1195,2056,2397,2622,2813,2926,3082,3329,541.927734375
238,Steppenwolf,1,25,325,1209,2112,2428,2665,2861,2969,3113,3342,539.947265625
1685,Ramsey Lewis,1,12,172,904,2421,3340,3731,3971,4207,4329,4463,539.61328125
1229,The Crystals,1,7,259,1336,2147,2512,2740,2975,3204,3430,3759,539.548828125
1090,Magic Sam,1,9,58,820,2729,3699,4089,4281,4453,4538,4568,539.171875
1446,John Renbourn,1,7,253,1277,2243,2603,2792,2955,3046,3187,3396,538.373046875
385,Herman's Hermits,1,15,177,1229,2425,2746,2904,3086,3276,3470,3763,538.158203125
1266,The Four Aces,1,2,17,741,3011,3841,4117,4291,4460,4537,4569,538.15234375
990,Bunny Wailer,1,18,103,857,2629,3434,3746,4033,4252,4432,4529,536.650390625
816,"Lambert, Hendricks & Ross",1,8,151,993,2480,3188,3492,3728,3959,4195,4329,535.30078125
1161,Thin Lizzy,1,41,500,1190,1601,1949,2313,2560,2852,3241,3552,534.767578125
820,Mel Torm̩,1,19,113,758,2435,3740,4147,4319,4468,4561,4610,534.466796875
1194,King Sunny Ade,1,5,123,903,2480,3474,3813,4080,4273,4446,4534,534.37109375
2238,The Searchers,1,10,160,942,2382,3280,3616,3884,4136,4291,4454,533.205078125
1636,The Sonics,1,16,223,1323,2178,2529,2724,2888,3008,3162,3370,532.9140625
104,Jọo Gilberto,1,28,145,667,2199,3904,4346,4452,4548,4607,4624,530.544921875
695,Elvis Costello,1,60,487,1228,1541,1742,2024,2392,2848,3267,3560,529.771484375
1306,Jim Reeves,1,21,156,706,2438,3546,3957,4187,4320,4467,4539,528.94140625
1831,The Ames Brothers,1,4,77,823,2704,3579,3819,4014,4196,4332,4464,528.5703125
2168,Charles Tr̩net,1,5,68,698,2622,3874,4251,4426,4531,4583,4624,527.369140625
1620,Brinsley Schwarz,1,13,276,1307,2060,2342,2578,2762,2990,3296,3562,526.74609375
733,Richie Havens,1,15,199,989,2172,2914,3550,3915,4142,4308,4455,526.037109375
286,Manfred Mann,1,8,145,1121,2470,2879,3063,3276,3436,3689,4072,525.751953125
2518,The Paragons,1,10,90,781,2700,3458,3782,4039,4246,4431,4528,525.669921875
753,Sly & Robbie,1,19,306,1342,1960,2163,2400,2618,2881,3244,3578,525.375
2262,The Trashmen,1,6,257,1300,2084,2439,2671,2857,2987,3148,3366,523.6640625
2242,Woody Herman,1,9,76,536,2557,4231,4467,4567,4634,4662,4669,523.333984375
563,Lowell Fulson,1,3,64,548,2671,4158,4461,4562,4610,4625,4631,523.3046875
1331,Johnnie Ray,1,12,84,674,2627,3723,4061,4267,4432,4562,4603,522.783203125
1864,The Archies,1,12,226,1152,2210,2619,2825,3099,3320,3646,4055,521.830078125
817,Pat Boone,1,15,87,824,2492,3412,3852,4114,4295,4449,4534,520.275390625
822,Steve Lawrence,1,5,101,786,2614,3440,3782,4005,4192,4331,4462,519.806640625
2139,Harvey Fuqua,1,2,8,672,2923,3784,4076,4265,4441,4533,4569,519.0703125
1770,Dave Bartholomew,1,9,77,613,2755,3755,3999,4202,4347,4481,4563,518.86328125
851,The 13th Floor Elevators,1,21,287,1309,1966,2205,2396,2661,2866,3066,3328,518.56640625
1256,The Fleetwoods,1,8,185,1013,2091,2907,3546,4004,4256,4433,4530,518.224609375
316,Ralph Stanley,1,21,151,666,2228,3626,4125,4418,4534,4605,4632,517.783203125
633,Paul McCartney,1,30,329,1234,1847,2180,2420,2626,2800,3029,3330,515.748046875
62,Aerosmith,1,68,484,1021,1432,1919,2426,2685,2933,3274,3564,514.7890625
1874,Sweet,1,25,288,1224,1940,2274,2556,2774,2916,3079,3329,514.328125
1303,George Shearing,1,12,77,513,2511,4100,4412,4517,4565,4598,4623,513.505859375
44,Blue Cheer,1,29,313,1104,1996,2342,2514,2763,2919,3092,3334,512.5078125
551,The Rascals,1,10,132,1134,2441,2779,2863,2929,3033,3099,3220,509.962890625
2598,Earl King,1,8,67,610,2631,3724,4101,4312,4463,4554,4595,509.880859375
251,Dave Brubeck,1,15,92,664,2422,3542,4142,4431,4530,4573,4609,509.52734375
2147,Karen Dalton,1,11,177,922,2388,3016,3131,3221,3366,3493,3719,508.8203125
382,The Mamas & the Papas,1,17,157,921,2264,2904,3289,3650,3936,4149,4311,505.9296875
152,Creedence Clearwater Revival,1,36,329,1226,1761,2031,2305,2579,2761,3006,3311,505.318359375
451,Lennie Tristano,1,9,97,658,2290,3704,4233,4429,4524,4567,4600,505.193359375
2046,Chris Kenner,1,4,50,668,2689,3565,3941,4164,4332,4469,4551,505.1171875
745,Ennio Morricone,1,31,224,1071,2045,2604,2811,2955,3060,3143,3273,505.0546875
2370,"Eddie ""Cleanhead"" Vinson",1,4,62,624,2533,3754,4162,4346,4484,4556,4593,504.494140625
1086,"Oscar Brown, Jr.",1,11,96,765,2418,3379,3734,3998,4193,4334,4470,503.99609375
1114,Rod Stewart,1,30,346,1206,1685,2016,2393,2702,2960,3279,3564,502.990234375
919,Eric Dolphy,1,14,114,769,2310,3181,3863,4237,4428,4528,4566,502.92578125
1056,Neu!,1,30,383,1243,1661,1892,2142,2403,2622,2933,3283,502.6875
647,Ella Mae Morse,1,2,15,412,2556,4362,4713,4815,4860,4876,4877,500.603515625
974,Percy Faith,1,4,69,717,2568,3449,3794,4014,4197,4334,4463,500.373046875
1288,Jonathan Richman,1,19,323,1234,1787,2077,2350,2588,2768,2993,3296,500.126953125
848,John Cale,1,15,257,1299,1932,2135,2308,2564,2760,2997,3298,499.763671875
3175,Chuck Jackson,1,3,62,663,2503,3607,4009,4250,4427,4527,4566,498.927734375
654,Genesis,1,38,293,1135,1854,2131,2442,2725,2889,3076,3330,498.8359375
799,Rufus,1,12,207,1072,2217,2583,2702,2795,2936,3028,3171,497.662109375
1480,Bill Doggett,1,7,59,663,2470,3599,4004,4226,4428,4530,4568,497.61328125
771,Darlene Love,1,5,151,1026,2399,2772,2881,2981,3058,3196,3398,497.19140625
1769,Archie Bell & the Drells,1,10,158,1129,2225,2550,2777,2993,3223,3446,3765,496.822265625
1609,Eddie Kendricks,1,3,60,648,2501,3607,4010,4251,4428,4528,4567,496.458984375
140,Leonard Bernstein,1,8,140,1031,2334,2794,2953,3046,3110,3224,3419,495.123046875
2157,Joe Maphis,1,8,73,611,2396,3635,4131,4343,4492,4586,4612,494.95703125
3176,David Ruffin,1,2,57,645,2500,3607,4010,4251,4428,4528,4567,494.771484375
366,The Mar-Keys,1,8,84,641,2256,3641,4167,4403,4519,4566,4599,493.966796875
3442,Bob Eberly,1,2,28,434,2734,3986,4247,4427,4536,4600,4621,493.361328125
2158,Jimmy Bryant,1,7,73,679,2344,3518,4005,4229,4432,4533,4570,492.771484375
2682,Artie Shaw,1,7,68,455,2327,4124,4461,4571,4631,4656,4671,492.408203125
1302,Hank Jones,1,11,117,568,2143,3735,4250,4432,4526,4572,4605,492.041015625
